Order,Lineage,Extended lineage,Scientific Name,English Name,Assembly ID,Assembly ID main haplotype,Accession # for main haplotype,RefSeq annotation main haplotype,UCSC Browser main haplotype,Assembly tech,sex
r11,Reptiles,Turtles,Sternotherus odoratus,Eastern musk turtle,rSteOdo2_p1.0,rSteOdo2.pri,GCA_032164245.1,,GCA_032164245.1,"HiFi, Hifiasm solo",M
r12,Reptiles,Turtles,Platysternon megacephalum,big-headed turtle,,,,,,,
r13,Reptiles,Turtles,Gopherus evgoodei,Goode's Thornscrub Tortoise,rGopEvg1,rGopEvg1.pri,GCA_007399415.1,GCF_007399415.2,GCF_007399415.2,"CLR I, FALCON unzip",M
r13,Reptiles,Turtles,Gopherus flavomarginatus,Mexican gopher tortoise,rGopFla2,rGopFla2.mat,GCA_025201925.1,GCF_025201925.1,GCF_025201925.1,"CLR I, TrioCanu",UN
r14,Reptiles,Turtles,Pelodiscus sinensis,Chinese softshell turtle,rPelSin1,,,,,,
r15,Reptiles,Turtles,Myuchelys georgesi,Bellinger river turtle,rMyuGeo1,rMyuGeo1.pri,GCA_040894355.2,,GCA_040894355.2,"HiFi, Hifiasm solo",M
r15,Reptiles,Turtles,Hydromedusa tectifera,Argentine snake-necked turtle,rHydTec1,rHydTec1.pri,,,,,
r16,Reptiles,Turtles,Pelomedusa somalica,African side-necked turtle,rPelSom1,rPelSom1.pri,,,,,
r17,Reptiles,Turtles,Podocnemis expansa,arrau turtle,rPodExp1,rPodExp1.hap2,GCA_045364815.1,,GCA_045364815.1,"HiFi, Hifiasm Hi-C phasing",M
r17,Reptiles,Turtles,Podocnemis unifilis,yellow-spotted Amazon river turtle,rPodUni1,rPodUni1.pri,,,,,
r18,Reptiles,Lepidosauria,Candoia aspera,viper boa,rCanAsp1,rCanAsp1.hap2,GCA_035149785.1,GCF_035149785.1,GCF_035149785.1,"HiFi, Hifiasm Hi-C phasing",F
r18,Reptiles,Lepidosauria,Liasis olivaceus,olive python,rLiaOli1,rLiaOli1.hap1,GCA_030867105.1,,GCA_030867105.1,"HiFi, Hifiasm Hi-C phasing",F
r19,Reptiles,Lepidosauria,Vipera latastei,snub-nosed viber,rVipLat1,rVipLat1.pri,GCA_024294585.1,,GCA_024294585.1,"HiFi, Hifiasm solo",M
r19,Reptiles,Lepidosauria,Vipera ursinii,Hungarian meadow viper,rVipUrs1,rVipUrs1.pri,GCA_947247035.1,,GCA_947247035.1,"HiFi, Hifiasm solo",F
r19,Reptiles,Lepidosauria,Vipera berus,adder,rVipBer3,rVipBer3.hap1,GCA_964194415.1,,GCA_964194415.1,"HiFi, Hifiasm Hi-C phasing",F
r20,Reptiles,Lepidosauria,Thamnophis elegans,Western terrestrial garter snake,rThaEle1,rThaEle1.pri,GCA_009769535.1,GCF_009769535.1,GCF_009769535.1,"CLR I, FALCON unzip",F
r20,Reptiles,Lepidosauria,Natrix helvetica,barred grass snake,rNatHel1,rNatHel1.hap1,GCA_964273705.1,,GCA_964273705.1,"HiFi, Hifiasm Hi-C phasing",F
r20,Reptiles,Lepidosauria,Erythrolamprus reginae,royal ground snake,rEryReg1,rEryReg1.hap1,GCA_031021105.1,GCF_031021105.1,GCF_031021105.1,"HiFi, Hifiasm Hi-C phasing",F
r21,Reptiles,Lepidosauria,Rhinotyphlops lalandei,Delalande's beaked blind snake,,,,,,,
r22,Reptiles,Lepidosauria,Anolis sagrei,brown anole,rAnoSag1,rAnoSag1.mat,GCA_037176765.1,GCF_037176765.1,GCF_037176765.1,"HiFiasm, Hi-C phasing",M
r23,Reptiles,Lepidosauria,Bradypodion pumilum,Cape dwarf chameleon,rBraPum1,rBraPum1.hap1,GCA_047715975.1,,GCA_047715975.1,"HiFiasm, Hi-C phasing",M
r23,Reptiles,Lepidosauria,Bradypodion ventrale,Southern dwarf chameleon,rBraVen1,rBraVen1.pri,,,,,
r23,Reptiles,Lepidosauria,Furcifer pardalis,panther chameleon,rFurPar1,rFurPar1.pri,GCA_030440675.1,,GCA_030440675.1,"HiFi, Hifiasm solo",M
r24,Reptiles,Lepidosauria,Cyclura pinguis,stout iguana,rCycPin1,rCycPin1.hap1,GCA_030412105.1,,GCA_030412105.1,"HiFiasm, Hi-C phasing",M
r25,Reptiles,Lepidosauria,Elgaria multicarinata webbii,Southern alligator lizard,rElgMul1,rElgMul1.pri,GCA_023053635.2,GCF_023053635.1,GCF_023053635.1,"HiFi, Hifiasm solo",UN
r25,Reptiles,Lepidosauria,Anniella stebbinsi,Southern California legless lizard,rAnnSte1,rAnnSte1.hap1,GCA_029215775.1,,GCA_029215775.1,"HiFi, Hifiasm Hi-C phasing",F
r25,Reptiles,Lepidosauria,Anguis fragilis,slow worm,,,,,,,
r26,Reptiles,Lepidosauria,Shinisaurus crocodilurus,Chinese crocodile lizard,rShiCro1,rShiCro1.pri,GCA_021292165.1,,GCA_021292165.1,"CLR I, FALCON v1.0",F
r27,Reptiles,Lepidosauria,Lacerta agilis,sand lizard,rLacAgi1,rLacAgi1.pri,GCA_009819535.1,GCF_009819535.1,GCF_009819535.1,"CLR I, FALCON unzip",F
r27,Reptiles,Lepidosauria,Zootoca vivipara,European common lizard,rZooViv1,rZooViv1.pri,GCA_963506605.1,GCF_963506605.1,GCF_963506605.1,"HiFi, Hifiasm solo",F
r27,Reptiles,Lepidosauria,Podarcis raffonei,Aeolian wall lizard,rPodRaf1,rPodRaf1.pri,GCA_027172205.1,GCF_027172205.1,GCF_027172205.1,"HiFi, Hifiasm solo",F
r27,Reptiles,Lepidosauria,Podarcis cretensis,Cretan wall lizard,rPodCre2.1,rPodCre2.pri,GCA_951804945.1,,GCA_951804945.1,"HiFi, Hifiasm solo",M
r27,Reptiles,Lepidosauria,Podarcis siculus,Italian wall lizard,rPodSic1,rPodSic1.hap1,GCA_964188175.1,,GCA_964188175.1,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis muralis,common wall lizard,rPodMur119,rPodMur119.hap1,GCA_964188315.1,,GCA_964188315.1,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis bocagei,Bocage's wall lizard,rPodBoc1,rPodBoc1.hap1,GCA_964188305.1,,GCA_964188305.1,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis gaigeae,Skyros wall lizard,rPodGai1,rPodGai1.hap1,GCA_964106915.2,,GCA_964106915.2,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis pityusensis,Ibiza wall lizard,rPodPit1,rPodPit1.hap1,GCA_964106645.2,,GCA_964106645.2,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis erhardii,Aegean wall lizard,rPodErh1,rPodErh1.hap1,GCA_964252035.1,,GCA_964252035.1,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis melisellensis,Dalmatian wall lizard,rPodMel1,rPodMel1.hap1,GCA_964234715.1,,GCA_964234715.1,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis filfolensis,Filfola wall lizard,rPodFil1,rPodFil1.hap1,GCA_964270895.1,,GCA_964270895.1,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis liolepis,Columbretes wall lizard,rPodLio1,rPodLio1.hap1,GCA_965112155.1,,GCA_965112155.1,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis vaucheri,Andalusian wall lizard,rPodVau1,rPodVau1.hap1,GCA_965113315.1,,GCA_965113315.1,"HiFi, Hifiasm Hi-C phasing",F
r27,Reptiles,Lepidosauria,Podarcis tiliguerta,Tyrrhenian wall lizard,rPodTil1,rPodTil1.hap1,GCA_965153285.1,,GCA_965153285.1,"HiFi, Hifiasm Hi-C phasing",F
r28,Reptiles,Lepidosauria,Rhineura floridana,Florida worm lizard,rRhiFlo1,rRhiFlo1.hap2,GCA_030035675.1,GCF_030035675.1,GCF_030035675.1,"HiFi, Hifiasm Hi-C phasing",F
r29,Reptiles,Lepidosauria,Aspidoscelis tigris stejnegeri,Western whiptail stejnegeri,rAspTig1,rAspTig1.pri,GCA_023333525.2,,GCA_023333525.2,"HiFi, Hifiasm solo",M
r30,Reptiles,Lepidosauria,Tiliqua scincoides,blue-tongue skink,rTilSci1,rTilSci1.hap2,GCA_035046505.1,,GCA_035046505.1,"HiFi, Hifiasm Hi-C phasing",M
r31,Reptiles,Lepidosauria,Euleptes europaea,European leaf-toed gecko,rEulEur1,rEulEur1.hap1,GCA_029931775.1,GCF_029931775.1,GCF_029931775.1,"HiFi, Hifiasm Hi-C phasing",M
r31,Reptiles,Lepidosauria,Eublepharis macularius,leopard gecko,rEubMac1,rEubMac1.pri,GCA_028583425.1,GCF_028583425.1,GCF_028583425.1,"HiFi, Hifiasm solo",UN
r32,Reptiles,Lepidosauria,Dibamus smithi,Smith's blind skink,rDibSmi1,rDibSmi1.hap1,GCA_046126795.1,,GCA_046126795.1,"HiFi, Hifiasm Hi-C phasing",M
r33,Reptiles,Lepidosauria,Sphenodon punctatus,tuatara,,,,,,,
a1,Amphibians,Amphibians,Discoglossus pictus,painted frog,aDisPic1,aDisPic1.pri,GCA_027410445.1,,GCA_027410445.1,"CLR I, FALCON unzip",F
a2,Amphibians,Amphibians,Bombina bombina,European fire-bellied toad,aBomBom1,aBomBom1.pri,GCA_027579735.1,GCF_027579735.1,GCF_027579735.1,"CLR I, FALCON unzip",M
a2,Amphibians,Amphibians,Bombina variegata,yellow-bellied toad,aBomVar4,aBomVar4.pat,GCA_964205295.1,,GCA_964205295.1,"HiFi, Hifiasm trio",M
a3,Amphibians,Amphibians,Rhinophrynus dorsalis,Mexican burrowing toad,aRhiDor1,aRhiDor1.hap1,GCA_037306005.1,,GCA_037306005.1,"HiFi, Hifiasm Hi-C phasing",UN
a4,Amphibians,Amphibians,Ascaphus truei,coastal tailed frog,aAscTru1,aAscTru1.hap1,GCA_040206685.1,,GCA_040206685.1,"HiFi, Hifiasm Hi-C phasing",M
a5,Amphibians,Amphibians,Scutiger boulengeri,Xizang alpine toad,,,,,,,
a6,Amphibians,Amphibians,Pelobates fuscus,common spadefoot toad,aPelFus1,aPelFus1.pri,GCA_036172605.1,GCF_036172605.1,GCF_036172605.1,"HiFi, Hifiasm solo merge",M
a7,Amphibians,Amphibians,Pelodytes ibericus,Iberian parsley frog,aPelIbe1,aPelIbe1.pri,GCA_036172795.1,,GCA_036172795.1,"HiFi, Hifiasm solo merge",M
a8,Amphibians,Amphibians,Spea bombifrons,plain spadefoot toad,aSpeBom1,aSpeBom1.pri,GCA_027358695.2,GCF_027358695.1,GCF_027358695.1,"HiFi, Hifiasm solo",F
a8,Amphibians,Amphibians,Spea multiplicata,Mexican spadefoot toad,aSpeMul1,,,,,,
a8,Amphibians,Amphibians,Scaphiopus couchii,Couch's spadefoot toad,aScaCou1,,,,,,
a9,Amphibians,Amphibians,Xenopus petersii,Peter's clawed frog,aXenPet1,aXenPet1.pat,GCA_038501925.1,,GCA_038501925.1,"HiFi, Hifiasm trio",F
a10,Amphibians,Amphibians,Eleutherodactylus coqui,coqui,aEleCoq1,aEleCoq1.hap1,GCA_035609145.1,GCF_035609145.1,GCF_035609145.1,"HiFi, Hifiasm Hi-C phasing",M
a11,Amphibians,Amphibians,Hyperolius riggenbachi,Riggenbach's reed frog,aHypRig1,aHypRig1.pri,GCA_040937935.1,GCF_040937935.1,GCF_040937935.1,"HiFi, Hifiasm Hi-C phasing",M
a12,Amphibians,Amphibians,Rhinoderma darwinii,Darwin's frog,aRhiDar1,,,,,,
a13,Amphibians,Amphibians,Bufo bufo,European toad,aBufBuf1,aBufBuf1.pri,GCA_905171765.1,GCF_905171765.1,GCF_905171765.1,"CLR II, FALCON unzip",M
a14,Amphibians,Amphibians,Dendropsophus ebraccatus,hourglass treefrog,aDenEbr1,aDenEbr1.pat,GCA_027789765.1,GCF_027789765.1,GCF_027789765.1,CLR I TrioCanu,F
a14,Amphibians,Amphibians,Hyla sarda,Sardinian treefrog,aHylSar1,aHylSar1.hap1,GCA_029499605.1,GCF_029499605.1,GCF_029499605.1,"HiFi, Hifiasm Hi-C phasing",F
a31,Amphibians,Amphibians,Ranitomeya imitator,mimic poison frog,aRanImi1,aRanImi1.pri,GCA_032444005.1,GCF_032444005.1,GCF_032444005.1,"HiFi, Hifiasm Hi-C phasing",F
a31,Amphibians,Amphibians,Dendrobates auratus,green-and-black poison dart frog,,,,,,,
a31,Amphibians,Amphibians,Anomaloglossus baeobatrachus,Edward's Rocket Frog,aAnoBae1,aAnoBae1.hap1,GCA_048569485.1,,GCA_048569485.1,"HiFi, Hifiasm Hi-C phasing",M
a15,Amphibians,Amphibians,Engystomops pustulosus,tungara frog,aEngPut4,aEngPut4.mat,GCA_040894005.1,GCF_040894005.1,GCF_040894005.1,"HiFi, Hifiasm trio",F
a15,Amphibians,Amphibians,Leptodactylus fuscus,rufous frog,aLepFus1,aLepFus1.hap2,GCA_031893055.1,,GCA_031893055.1,"HiFi, Hifiasm Hi-C phasing",F
a16,Amphibians,Amphibians,Pseudophryne corroboree,Southern corroboree frog,aPseCor3,aPseCor3.hap2,GCA_028390025.1,GCF_028390025.1,GCF_028390025.1,"HiFi, Hifiasm Hi-C phasing",M
a16,Amphibians,Amphibians,Mixophyes fleayi,Fleay's barred frog,aMixFle1,aMixFle1.hap1,GCA_038048845.1,,GCA_038048845.1,"HiFi, Hifiasm Hi-C phasing",M
a16,Amphibians,Amphibians,Telmatobufo venustus,Chile Mountains false toad,aMixVen1,,,,,,
a17,Amphibians,Amphibians,Fejervarya limnocharis,Asian grass frog,,,,,,,
a18,Amphibians,Amphibians,Gastrophryne carolinensis,Eastern narrow-mouthed toad,aGasCar1,aGasCar1.hap1,GCA_027917425.1,,GCA_027917425.1,"HiFi, Hifiasm Hi-C phasing",UN
a19,Amphibians,Amphibians,Mantella aurantiaca,golden mantella,aManAur1,aManAur1.hap1,GCA_048565345.1,,GCA_048565345.1,"HiFi, Hifiasm Hi-C phasing",F
a20,Amphibians,Amphibians,Rana temporaria,European common frog,aRanTem1,aRanTem1.pri,GCA_905171775.1,GCF_905171775.1,GCF_905171775.1,"CLR II, FALCON unzip",F
a20,Amphibians,Amphibians,Pelophylax lessonae,pool frog,aPelLes1,aPelLes1.hap1,GCA_965119305.1,,GCA_965119305.1,"HiFi, Hifiasm Hi-C phasing",F
a21,Amphibians,Amphibians,Sooglossus thomasseti,Thomasset's Seychelles frog,,,,,,,
a22,Amphibians,Amphibians,Cryptobranchus alleganiensis,hellbender salamander,,,,,,,
a23,Amphibians,Amphibians,Thorius spilogaster,spotted minute salamander,,,,,,,
a23,Amphibians,Amphibians,Parvimolge townsendi,Townsend's dwarf salamander,,,,,,,
a24,Amphibians,Amphibians,Necturus punctatus,dwarf waterdog,,,,,,,
a25,Amphibians,Amphibians,Ambystoma mexicanum x Ambystoma tigrinum,axolotl,aAmbMet2,aAmbMet2.pri,GCA_040938575.1,GCF_040938575.1,GCF_040938575.1,"HiFi, HiFiasm solo",F
a26,Amphibians,Amphibians,Pleurodeles waltl,Iberian ribbed newt,aPleWal1,aPleWal.pri,GCA_026652325.1,,GCA_026652325.1,"HiFi, HiFiasm solo",F
a26,Amphibians,Amphibians,Triturus cristatus,warty newt,aTriCri1,aTriCri1.pri,GCA_964204655.1,,GCA_964204655.1,"HiFi, HiFiasm solo",F
a26,Amphibians,Amphibians,Lissotriton vulgaris,common newt,aLisVul1,aLisVul1.pri,GCA_964263255.1,,GCA_964263255.1,"HiFi, HiFiasm solo",F
a26,Amphibians,Amphibians,Lissotriton helveticus,palmate newt,aLisHel1,aLisHel1.pri,GCA_964261635.1,,GCA_964261635.1,"HiFi, HiFiasm solo",M
a27,Amphibians,Amphibians,Siren intermedia,lesser siren,,,,,,,
a28,Amphibians,Amphibians,Rhinatrema bivittatum,two-lined caecilian,aRhiBiv1,aRhiBiv1.2.pri,GCA_901001135.2,GCF_901001135.1,GCF_901001135.1,"CLR II, FALCON unzip",UN
a29,Amphibians,Amphibians,Microcaecilia unicolor,tiny cayenne caecilian,aMicUni1,aMicUni1.2.pri,GCA_901765095.2,,GCA_901765095.2,"CLR I, FALCON unzip",UN
a30,Amphibians,Amphibians,Geotrypetes seraphini,Gaboon caecilian,aGeoSer1,aGeoSer1.pri,GCA_902459505.2,GCF_902459505.1,GCF_902459505.1,"CLR II, FALCON unzip",UN
f1,Fishes,Ray-finned fishes,Erpetoichthys calabaricus,reedfish,fErpCal1.3,fErpCal1.3.pri,GCA_900747795.4,GCF_900747795.2,GCF_900747795.2,"CLR II, FALCON unzip",UN
f2,Fishes,Ray-finned fishes,Acipenser ruthenus,sterlet,fAciRut3,fAciRut3.mat,GCA_902713425.2,GCF_902713425.1,GCF_902713425.1,"HiFi, TrioCanu",UN
f2,Fishes,Ray-finned fishes,Acipenser naccarii,Adriatic sturgeon,fAciNac1,,,,,,
f3,Fishes,Ray-finned fishes,Amia calva,bowfin,fAmiCal2,fAmiCal2.hap1,GCA_036373705.1,GCF_036373705.1,GCF_036373705.1,"HiFi, Hifiasm Hi-C phasing",F
f4,Fishes,Ray-finned fishes,Lepisosteus oculatus,spotted gar,fLepOcu1,fLepOcu1.hap2,GCA_040954835.1,GCF_040954835.1,GCF_040954835.1,"HiFi, Hifiasm Hi-C phasing",M
f4,Fishes,Ray-finned fishes,Atractosteus spatula,alligator gar,fAtrSpa1,,,,,,
f5,Fishes,Ray-finned fishes,Megalops cyprinoides,Indo-pacific tarpon,fMegCyp1,fMegCyp1.pri,GCA_013368585.1,GCF_013368585.1,GCF_013368585.1,"CLR I, FALCON unzip",UN
f6,Fishes,Ray-finned fishes,Albula vulpes,bonefish,,,,,,,
f7,Fishes,Ray-finned fishes,Notacanthus chemnitzii,snub-nosed spiny eel,,,,,,,
f8,Fishes,Ray-finned fishes,Anguilla anguilla,European eel,fAngAng1,fAngAng1.pri,GCA_013347855.1,GCF_013347855.1,GCF_013347855.1,"CLR, FALCON unzip",UN
f8,Fishes,Ray-finned fishes,Conger conger,European conger,fConCon1,fConCon1.pri,GCA_963514075.1,GCF_963514075.1,GCF_963514075.1,"HiFi, Hifiasm solo",UN
f9,Fishes,Ray-finned fishes,Hiodon alosoides,goldeye,,,,,,,
f10,Fishes,Ray-finned fishes,Scleropages formosus,golden arowana,fSclFor1,fSclFor1.pri,GCA_900964775.1,GCF_900964775.1,GCF_900964775.1,"CLR I, FALCON unzip",UN
f11,Fishes,Ray-finned fishes,Denticeps clupeoides,denticle herring,fDenClu1,fDenClu1.pri,GCA_900700375.2,GCF_900700375.1,GCF_900700375.1,"CLR, FALCON unzip",UN
f11,Fishes,Ray-finned fishes,Alosa sapidissima,American shad,fAloSap1,fAloSap1.pri,GCA_018492685.1,GCF_018492685.1,GCF_018492685.1,"HiFi, Hifiasm solo",M
f11,Fishes,Ray-finned fishes,Sprattus sprattus,European sprat,fSprSpr1,fSprSpr1.pri,GCA_963457725.1,,GCA_963457725.1,"HiFi, Hifiasm solo",UN
f11,Fishes,Ray-finned fishes,Sardina pilchardus,sardine,fSarPil1,fSarPil1.pri,GCA_963854185.1,GCF_963854185.1,GCF_963854185.1,"HiFi, Hifiasm solo",UN
f11,Fishes,Ray-finned fishes,Coilia mystus,Osbeck's grenadier anchovy,fColCha1,fColCha1.hap2,GCA_048544225.1,,GCA_048544225.1,"HiFi, Hifiasm Hi-C phasing",F
f12,Fishes,Ray-finned fishes,Alepocephalus australis,small scaled brown slickhead,,,,,,,
f13,Fishes,Ray-finned fishes,Chanos chanos,milkfish,fChaCha1,fChaCha1.pri,GCA_902362185.1,GCF_902362185.1,GCF_902362185.1,"CLR II, FALCON unzip",UN
f14,Fishes,Ray-finned fishes,Danio rerio,zebrafish,fDanRer4,fDanRer4.pri,GCA_944039275.1,,GCA_944039275.1,"HiFi, Hifiasm solo",UN
f14,Fishes,Ray-finned fishes,Phoxinus phoxinus,Eurasian minnow,fPhoPho1,fPhoPho.pri,GCA_949152265.1,,GCA_949152265.1,"HiFi, Hifiasm solo",F
f14,Fishes,Ray-finned fishes,Rutilus rutilus,roach minnow,fRutRut2,fRutRut2.pri,GCA_951802725.1,,GCA_951802725.1,"HiFi, Hifiasm solo",F
f14,Fishes,Ray-finned fishes,Squalius cephalus,European chub,fSquCep2.1,fSquCep2.pri,GCA_949319135.1,,GCA_949319135.1,"HiFi, Hifiasm solo",UN
f14,Fishes,Ray-finned fishes,Barbus barbus,barbel,fBarBab1,fBarBab1.pri,GCA_936440315.1,,GCA_936440315.1,"HiFi, Hifiasm solo",M
f14,Fishes,Ray-finned fishes,Barbatula barbatula,stone loach,fBarBar1,fBarBar1.pri,GCA_947034865.1,,GCA_947034865.1,"HiFi, Hifiasm solo",F
f14,Fishes,Ray-finned fishes,Abramis brama,common bream,fAbrBra2.1,fAbrBra2.1.pri,GCA_963993115.1,,GCA_963993115.1,"HiFi, Hifiasm solo",UN
f14,Fishes,Ray-finned fishes,Scardinius erythrophthalmus,common rudd,fScaEry2,fScaEry2.hap1,GCA_964197995.1,,GCA_964197995.1,"HiFi, Hifiasm Hi-C phasing",F
f14,Fishes,Ray-finned fishes,Leuciscus leuciscus,common dace,fLeuLeu2,fLeuLeu2.hap1,GCA_965113295.1,,GCA_965113295.1,"HiFi, Hifiasm Hi-C phasing",UN
f14,Fishes,Ray-finned fishes,Gobio gobio,gudgeon,fGobGob1,fGobGob1.pri,GCA_949357685.1,,GCA_949357685.1,"HiFi, Hifiasm solo",UN
f14,Fishes,Ray-finned fishes,Carassius carassius,common carp,fCarcar2,fCarCar2.pri,GCA_963082965.1,GCF_963082965.1,GCF_963082965.1,"HiFi, Hifiasm solo",F
f14,Fishes,Ray-finned fishes,Cyprinella lutrensis,red shiner,fCypLut1,,,,,,
f14,Fishes,Ray-finned fishes,Cyprinella venusta,blacktail shiner,fCypVen1,fCypVen1.hap1,GCA_038024135.1,,GCA_038024135.1,"HiFi, Hifiasm Hi-C phasing",M
f14,Fishes,Ray-finned fishes,Rhinogobio nasutus,Rhinogobio nasutus,fRhiNas1,fRhiNas1.pri,GCA_048301585.1,,GCA_048301585.1,"HiFi, ONT, HiFiasm",UN
f15,Fishes,Ray-finned fishes,Electrophorus electricus,electric eel,fEleEle2,fEleEle2.pri,GCA_041902795.1,,GCA_041902795.1,"HiFi, ONT, HiFiasm and NextDenovo",UN
f16,Fishes,Ray-finned fishes,Pygocentrus nattereri,red-bellied piranha,fPygNat1,fPygNat1.pri,GCA_015220715.1,GCF_015220715.1,GCF_015220715.1,"CLR I, FALCON unzip",M
f16,Fishes,Ray-finned fishes,Hoplias malabaricus,trahira,fHopMal1,fHopMal1.hap1,GCA_029633855.2,GCF_029633855.1,GCF_029633855.1,"HiFi, Hifiasm Hi-C phasing",M
f16,Fishes,Ray-finned fishes,Salminus brasiliensis,golden dorado,fSalBra1,fSalBra1.hap2,GCA_030463535.1,GCF_030463535.1,GCF_030463535.1,"HiFi, Hifiasm Hi-C phasing",M
f16,Fishes,Ray-finned fishes,Prochilodus lineatus,streaked prochilod,fProLin1,,,,,,
f16,Fishes,Ray-finned fishes,Characidium zebra,zebra darter,,,,,,,
f16,Fishes,Ray-finned fishes,Astyanax mexicanus,Mexican tetra,fAstMex1,fAstMex1.pri,GCA_023375975.1,GCF_023375975.1,GCF_023375975.1,,
f17,Fishes,Ray-finned fishes,Silurus aristotelis,Aristotle's catfish,fSilAri1,fSilAri1.pri,GCA_946808225.1,,GCA_946808225.1,"HiFi, Hifiasm solo",M
f17,Fishes,Ray-finned fishes,Pangasianodon hypophthalmus,striped catfish,fPanHyp1,fPanHyp1.pri,GCA_027358585.1,GCF_027358585.1,GCF_027358585.1,"HiFi, Hifiasm solo",UN
f17,Fishes,Ray-finned fishes,Neoarius graeffei,blue salmon catfish,fNeoGra1,fNeoGra1.pri,GCA_027579695.1,GCF_027579695.1,GCF_027579695.1,"HiFi, Hifiasm solo",UN
f17,Fishes,Ray-finned fishes,Trichomycterus rosablanca,Rosablanca cavefish,fTriRos1,fTriRos1.hap1,GCA_030014385.1,GCF_030014385.1,GCF_030014385.1,"HiFi, Hifiasm Hi-C phasing",M
f17,Fishes,Ray-finned fishes,Clarias gariepinus,North African catfish,fClaGar1,fClaGar1.hap1,GCA_024256435.1,,GCA_024256435.1,"HiFi, Hifiasm Hi-C phasing",M
f18,Fishes,Ray-finned fishes,Lepidogalaxias salamandroides,salamanderfish,fLepSal2,fLepSal2.hap1,GCA_049190665.1,,GCA_049190665.1,"HiFi, Hifiasm Hi-C phasing",M
f19,Fishes,Ray-finned fishes,Argentina silus,greater argentine,fArgSil1,fArgSil1.pri,GCA_951799395.1,,GCA_951799395.1,"HiFi, Hifiasm solo",M
f19,Fishes,Ray-finned fishes,Nansenia antarctica,pencil smelt,fNanAnt1,fNanAnt1.pri,GCA_963989245.1,,GCA_963989245.1,"HiFi, Hifiasm solo",UN
f20,Fishes,Ray-finned fishes,Aplochiton taeniatus,peladilla,fAplTae1,fAplTae1.pri,GCA_017639675.1,,GCA_017639675.1,"CLR, FALCON unzip",UN
f21,Fishes,Ray-finned fishes,Esox lucius,Northern pike,fEsoLuc1 ,fEsoLuc1.pri,GCA_011004845.1,GCF_011004845.1,GCF_011004845.1,"CLR II, FALCON unzip",UN
f22,Fishes,Ray-finned fishes,Salmo trutta,brown trout,fSalTru1,fSalTru1.2.pri,GCA_901001165.2,,GCA_901001165.2,"CLR II, FALCON unzip",F
f22,Fishes,Ray-finned fishes,Salvelinus alpinus,Arctic char,fSalAlp2,fSalAlp2.pri,GCA_036784965.1,,GCA_036784965.1,"HiFi, Hifiasm solo",F
f22,Fishes,Ray-finned fishes,Coregonus lavaretus,common whitefish,fCorLav1,fCorLav1.hap1,GCA_964263955.1,,GCA_964263955.1,"HiFi, Hifiasm Hi-C phasing",M
f23,Fishes,Ray-finned fishes,Osmerus mordax,rainbow smelt,fOsmMor3,fOsmMor3.pri,GCA_038355195.1,,GCA_038355195.1,"HiFi, Hifiasm solo",M
f23,Fishes,Ray-finned fishes,Hypomesus transpacificus,delta smelt,fHypTra1,,,,,,
f23,Fishes,Ray-finned fishes,Osmerus eperlanus,European smelt,fOsmEpe2,fOsmEpe2.pri,GCA_963692335.1,GCF_963692335.1,GCF_963692335.1,"HiFi, Hifiasm solo",UN
f23,Fishes,Ray-finned fishes,Spirinchus thaleichthys,longfin smelt,,,,,,,
f24,Fishes,Ray-finned fishes,Borostomias antarcticus,large-eye snaggletooth,fBorAnt1,fBorAnt1.pri,GCA_949987555.1,,GCA_949987555.1,"HiFi, Hifiasm solo",UN
f24,Fishes,Ray-finned fishes,Stomias gracilis,Boa dragonfish,fStoGra1,,,,,,
f25,Fishes,Ray-finned fishes,Ateleopus japonicus,Pacific jellynose fish,,,,,,,
f26,Fishes,Ray-finned fishes,Notolepis coatsi,Antarctic jonasfish,fNotCoa1,fNotCoa1.pri,GCA_963971535.1,,GCA_963971535.1,"HiFi, Hifiasm solo",UN
f26,Fishes,Ray-finned fishes,Benthalbella elongata,pearleye,,,,,,,
f27,Fishes,Ray-finned fishes,Electrona antarctica,Antarctic lanternfish,fEleAnt2,fEleAnt2.pri,GCA_951216825.1,,GCA_951216825.1,"HiFi, Hifiasm solo",F
f27,Fishes,Ray-finned fishes,Electrona carlsbergi,Electron subantarctic,fEleCar1,,,,,,
f27,Fishes,Ray-finned fishes,Electrona subaspera,rough laternfish,fEleSub1,,,,,,
f27,Fishes,Ray-finned fishes,Protomyctophum parallelum,parallel lanternfish,fProPar1,fProPar1.hap1,GCA_964188405.1,,GCA_964188405.1,"HiFi, Hifiasm Hi-C phasing",UN
