# accession	download URL	primary/secondary	VGP clade
GCF_009819795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_009819795.1.fa.gz	primary	birds
GCF_963932015.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_963932015.1.fa.gz	primary	birds
GCF_027477595.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_027477595.1.fa.gz	primary	birds
GCF_009650955.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_009650955.1.fa.gz	primary	birds
GCA_009819595.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_009819595.1.fa.gz	primary	birds
GCA_965231255.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_965231255.1.fa.gz	primary	birds
GCA_027559615.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_027559615.1.fa.gz	primary	birds
GCF_023634085.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_023634085.1.fa.gz	primary	birds
GCF_040807025.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_040807025.1.fa.gz	primary	birds
GCA_901699155.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_901699155.2.fa.gz	primary	birds
GCA_964211835.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964211835.1.fa.gz	primary	birds
GCA_964188355.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964188355.1.fa.gz	primary	birds
GCA_030463565.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_030463565.1.fa.gz	primary	birds
GCF_003957555.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_003957555.1.fa.gz	primary	birds
GCA_964059595.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964059595.1.fa.gz	primary	birds
GCA_903797595.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_903797595.2.fa.gz	primary	birds
GCF_020745825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_020745825.1.fa.gz	primary	birds
GCA_036417535.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_036417535.1.fa.gz	primary	birds
GCA_964417175.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964417175.1.fa.gz	primary	birds
GCA_036971685.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_036971685.2.fa.gz	primary	birds
GCF_028389875.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_028389875.1.fa.gz	primary	birds
GCF_017639655.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_017639655.2.fa.gz	primary	birds
GCA_039878825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_039878825.1.fa.gz	primary	birds
GCF_036417845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_036417845.1.fa.gz	primary	birds
GCF_015227805.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_015227805.1.fa.gz	primary	birds
GCA_047922985.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_047922985.1.fa.gz	primary	birds
GCA_048771995.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_048771995.1.fa.gz	primary	birds
GCF_947461875.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_947461875.1.fa.gz	primary	birds
GCF_036417665.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_036417665.1.fa.gz	primary	birds
GCA_964195595.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964195595.2.fa.gz	primary	birds
GCF_900496995.4	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_900496995.4.fa.gz	primary	birds
GCA_020746105.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_020746105.1.fa.gz	primary	birds
GCA_036873955.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_036873955.1.fa.gz	primary	birds
GCA_963932225.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_963932225.1.fa.gz	primary	birds
GCF_036169615.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_036169615.1.fa.gz	primary	birds
GCA_907165065.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_907165065.1.fa.gz	primary	birds
GCF_963924245.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_963924245.1.fa.gz	primary	birds
GCA_963989345.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_963989345.1.fa.gz	primary	birds
GCA_965140915.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_965140915.1.fa.gz	primary	birds
GCA_037962945.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_037962945.1.fa.gz	primary	birds
GCA_009769605.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_009769605.1.fa.gz	primary	birds
GCF_028858705.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_028858705.1.fa.gz	primary	birds
GCA_964034855.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964034855.1.fa.gz	primary	birds
GCA_009819825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_009819825.1.fa.gz	primary	birds
GCF_013368605.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_013368605.1.fa.gz	primary	birds
GCA_023637945.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_023637945.2.fa.gz	primary	birds
GCF_026419915.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_026419915.1.fa.gz	primary	birds
GCF_009769625.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_009769625.2.fa.gz	primary	birds
GCF_035770615.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_035770615.1.fa.gz	primary	birds
GCA_020800305.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_020800305.1.fa.gz	primary	birds
GCA_009769525.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_009769525.1.fa.gz	primary	birds
GCA_014839755.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_014839755.1.fa.gz	primary	birds
GCF_028858725.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_028858725.1.fa.gz	primary	birds
GCF_009819655.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_009819655.1.fa.gz	primary	birds
GCA_951394365.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_951394365.1.fa.gz	primary	birds
GCA_031885435.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_031885435.1.fa.gz	primary	birds
GCA_964106855.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964106855.1.fa.gz	primary	birds
GCA_047830755.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_047830755.1.fa.gz	primary	birds
GCA_039720435.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_039720435.1.fa.gz	primary	birds
GCF_963662255.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_963662255.1.fa.gz	primary	birds
GCF_026979565.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_026979565.1.fa.gz	primary	birds
GCF_012275295.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_012275295.1.fa.gz	primary	birds
GCA_009764595.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_009764595.1.fa.gz	primary	birds
GCF_004027225.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_004027225.2.fa.gz	primary	birds
GCA_965140245.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_965140245.1.fa.gz	primary	birds
GCF_029582105.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_029582105.1.fa.gz	primary	birds
GCA_039906565.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_039906565.1.fa.gz	primary	birds
GCF_036250125.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_036250125.1.fa.gz	primary	birds
GCF_014839835.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_014839835.1.fa.gz	primary	birds
GCA_027474245.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_027474245.1.fa.gz	primary	birds
GCF_016700215.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_016700215.2.fa.gz	primary	birds
GCF_020740725.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_020740725.1.fa.gz	primary	birds
GCF_015220075.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_015220075.1.fa.gz	primary	birds
GCA_046129655.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_046129655.1.fa.gz	primary	birds
GCA_028020825.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_028020825.1.fa.gz	primary	birds
GCA_028858755.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_028858755.1.fa.gz	primary	birds
GCA_963513975.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_963513975.1.fa.gz	primary	birds
GCF_023634155.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_023634155.1.fa.gz	primary	birds
GCA_009819775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_009819775.1.fa.gz	primary	birds
GCA_964289735.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964289735.1.fa.gz	primary	birds
GCA_011004875.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_011004875.1.fa.gz	primary	birds
GCA_964273445.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964273445.1.fa.gz	primary	birds
GCA_045345515.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_045345515.1.fa.gz	primary	birds
GCF_963921805.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_963921805.1.fa.gz	primary	birds
GCA_031468815.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_031468815.1.fa.gz	primary	birds
GCA_014706295.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_014706295.1.fa.gz	primary	birds
GCA_017639555.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_017639555.1.fa.gz	primary	birds
GCA_027574665.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_027574665.1.fa.gz	primary	birds
GCF_028500815.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_028500815.1.fa.gz	primary	birds
GCA_963264785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_963264785.1.fa.gz	primary	birds
GCF_023638135.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_023638135.1.fa.gz	primary	birds
GCA_965183815.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_965183815.1.fa.gz	primary	birds
GCA_965231335.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_965231335.1.fa.gz	primary	birds
GCF_036370855.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_036370855.1.fa.gz	primary	birds
GCA_017639485.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_017639485.1.fa.gz	primary	birds
GCA_949628215.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_949628215.1.fa.gz	primary	birds
GCA_964106895.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_964106895.1.fa.gz	primary	birds
GCA_008658365.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_008658365.1.fa.gz	primary	birds
GCF_028018845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_028018845.1.fa.gz	primary	birds
GCF_037157495.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_037157495.1.fa.gz	primary	birds
GCA_016904835.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_016904835.1.fa.gz	primary	birds
GCA_020745775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_020745775.1.fa.gz	primary	birds
GCA_036010785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_036010785.1.fa.gz	primary	birds
GCA_963082525.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_963082525.1.fa.gz	primary	birds
GCF_027887145.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_027887145.1.fa.gz	primary	birds
GCF_009819885.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_009819885.2.fa.gz	primary	birds
GCA_020745705.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_020745705.1.fa.gz	primary	birds
GCF_015220805.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_015220805.1.fa.gz	primary	birds
GCA_045345405.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_045345405.1.fa.gz	primary	birds
GCF_929443795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_929443795.1.fa.gz	primary	birds
GCF_027579445.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_027579445.1.fa.gz	primary	birds
GCA_031877795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_031877795.1.fa.gz	primary	birds
GCA_030867145.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_030867145.1.fa.gz	primary	birds
GCA_963210335.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_963210335.1.fa.gz	primary	birds
GCA_965231275.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_965231275.1.fa.gz	primary	birds
GCA_046129695.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_046129695.1.fa.gz	primary	birds
GCA_045364795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_045364795.1.fa.gz	primary	birds
GCF_030490865.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_030490865.1.fa.gz	primary	birds
GCA_009769465.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_009769465.1.fa.gz	primary	birds
GCF_036013445.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_036013445.1.fa.gz	primary	birds
GCF_017976375.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_017976375.1.fa.gz	primary	birds
GCA_009819605.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_009819605.1.fa.gz	primary	birds
GCF_020740795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_020740795.1.fa.gz	primary	birds
GCA_034619465.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_034619465.1.fa.gz	primary	birds
GCA_028022735.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_028022735.1.fa.gz	primary	birds
GCA_965151615.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_965151615.1.fa.gz	primary	birds
GCA_965178545.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCA_965178545.1.fa.gz	primary	birds
GCF_040182565.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/birds/GCF_040182565.1.fa.gz	primary	birds
GCA_965140285.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_965140285.1.fa.gz	primary	reptiles
GCA_030867105.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_030867105.1.fa.gz	primary	reptiles
GCA_965152235.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_965152235.1.fa.gz	primary	reptiles
GCF_027887155.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_027887155.1.fa.gz	primary	reptiles
GCF_028583425.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_028583425.1.fa.gz	primary	reptiles
GCA_045364815.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_045364815.1.fa.gz	primary	reptiles
GCA_030412105.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_030412105.1.fa.gz	primary	reptiles
GCA_964188305.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964188305.1.fa.gz	primary	reptiles
GCA_964188175.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964188175.1.fa.gz	primary	reptiles
GCF_015237465.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_015237465.2.fa.gz	primary	reptiles
GCA_965140295.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_965140295.1.fa.gz	primary	reptiles
GCA_964106645.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964106645.2.fa.gz	primary	reptiles
GCA_964252035.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964252035.1.fa.gz	primary	reptiles
GCA_023333525.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_023333525.2.fa.gz	primary	reptiles
GCA_965112155.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_965112155.1.fa.gz	primary	reptiles
GCF_025201925.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_025201925.1.fa.gz	primary	reptiles
GCA_029215775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_029215775.1.fa.gz	primary	reptiles
GCF_009769535.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_009769535.1.fa.gz	primary	reptiles
GCA_035046505.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_035046505.1.fa.gz	primary	reptiles
GCA_964188315.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964188315.1.fa.gz	primary	reptiles
GCF_029931775.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_029931775.1.fa.gz	primary	reptiles
GCF_963506605.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_963506605.1.fa.gz	primary	reptiles
GCA_947247035.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_947247035.1.fa.gz	primary	reptiles
GCA_046126795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_046126795.1.fa.gz	primary	reptiles
GCA_030440675.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_030440675.1.fa.gz	primary	reptiles
GCA_964194415.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964194415.1.fa.gz	primary	reptiles
GCF_030867095.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_030867095.1.fa.gz	primary	reptiles
GCA_021292165.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_021292165.1.fa.gz	primary	reptiles
GCA_033958435.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_033958435.1.fa.gz	primary	reptiles
GCA_047715975.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_047715975.1.fa.gz	primary	reptiles
GCA_964270895.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964270895.1.fa.gz	primary	reptiles
GCA_964273705.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964273705.1.fa.gz	primary	reptiles
GCA_965152275.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_965152275.1.fa.gz	primary	reptiles
GCF_031021105.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_031021105.1.fa.gz	primary	reptiles
GCA_030020295.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_030020295.1.fa.gz	primary	reptiles
GCA_965153285.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_965153285.1.fa.gz	primary	reptiles
GCF_007399415.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_007399415.2.fa.gz	primary	reptiles
GCA_024294585.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_024294585.1.fa.gz	primary	reptiles
GCF_030035675.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_030035675.1.fa.gz	primary	reptiles
GCA_965140235.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_965140235.1.fa.gz	primary	reptiles
GCA_045781085.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_045781085.1.fa.gz	primary	reptiles
GCF_009764565.3	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_009764565.3.fa.gz	primary	reptiles
GCA_032164245.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_032164245.1.fa.gz	primary	reptiles
GCA_964106915.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964106915.2.fa.gz	primary	reptiles
GCF_028017835.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_028017835.1.fa.gz	primary	reptiles
GCA_964234715.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_964234715.1.fa.gz	primary	reptiles
GCF_009819535.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_009819535.1.fa.gz	primary	reptiles
GCA_951804945.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_951804945.1.fa.gz	primary	reptiles
GCA_033349115.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_033349115.1.fa.gz	primary	reptiles
GCF_037176765.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_037176765.1.fa.gz	primary	reptiles
GCF_023053635.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_023053635.1.fa.gz	primary	reptiles
GCF_027172205.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_027172205.1.fa.gz	primary	reptiles
GCA_040894355.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_040894355.2.fa.gz	primary	reptiles
GCA_965113315.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCA_965113315.1.fa.gz	primary	reptiles
GCF_035149785.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/reptiles/GCF_035149785.1.fa.gz	primary	reptiles
GCA_964198595.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_964198595.1.fa.gz	primary	otherChordates
GCA_964187855.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_964187855.1.fa.gz	primary	otherChordates
GCA_963924565.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_963924565.1.fa.gz	primary	otherChordates
GCA_947561715.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_947561715.1.fa.gz	primary	otherChordates
GCA_965202585.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_965202585.1.fa.gz	primary	otherChordates
GCA_964204865.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_964204865.1.fa.gz	primary	otherChordates
GCA_918807975.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_918807975.1.fa.gz	primary	otherChordates
GCA_048934315.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_048934315.1.fa.gz	primary	otherChordates
GCA_947623445.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_947623445.1.fa.gz	primary	otherChordates
GCA_963675345.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_963675345.1.fa.gz	primary	otherChordates
GCA_963082875.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/otherChordates/GCA_963082875.1.fa.gz	primary	otherChordates
GCF_017639515.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/sharks/GCF_017639515.1.fa.gz	primary	sharks
GCF_030684315.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/sharks/GCF_030684315.1.fa.gz	primary	sharks
GCF_010909765.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/sharks/GCF_010909765.2.fa.gz	primary	sharks
GCF_035084215.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/primary/sharks/GCF_035084215.1.fa.gz	primary	sharks
