# accession	download URL	primary/secondary	VGP clade
GCA_043727955.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_043727955.1.fa.gz	secondary	mammals
GCA_030020945.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_030020945.1.fa.gz	secondary	mammals
GCA_020826835.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_020826835.1.fa.gz	secondary	mammals
GCA_964656465.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964656465.1.fa.gz	secondary	mammals
GCA_049354655.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_049354655.1.fa.gz	secondary	mammals
GCA_964145185.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964145185.2.fa.gz	secondary	mammals
GCA_037039175.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_037039175.1.fa.gz	secondary	mammals
GCA_964264895.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964264895.2.fa.gz	secondary	mammals
GCA_048593295.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_048593295.1.fa.gz	secondary	mammals
GCA_964270935.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964270935.1.fa.gz	secondary	mammals
GCA_030435715.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_030435715.1.fa.gz	secondary	mammals
GCA_965204225.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_965204225.1.fa.gz	secondary	mammals
GCA_965203405.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_965203405.1.fa.gz	secondary	mammals
GCA_040955645.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_040955645.1.fa.gz	secondary	mammals
GCA_964148845.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964148845.1.fa.gz	secondary	mammals
GCA_965194765.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_965194765.1.fa.gz	secondary	mammals
GCA_043161795.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_043161795.1.fa.gz	secondary	mammals
GCA_030020955.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_030020955.1.fa.gz	secondary	mammals
GCA_048593335.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_048593335.1.fa.gz	secondary	mammals
GCA_039880925.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_039880925.1.fa.gz	secondary	mammals
GCA_964194205.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_964194205.1.fa.gz	secondary	mammals
GCA_039906525.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_039906525.1.fa.gz	secondary	mammals
GCA_030028035.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_030028035.1.fa.gz	secondary	mammals
GCA_026230045.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_026230045.1.fa.gz	secondary	mammals
GCA_963921485.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/mammals/GCA_963921485.1.fa.gz	secondary	mammals
GCA_016700455.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/primates/GCA_016700455.2.fa.gz	secondary	primates
GCA_028878085.3	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/primates/GCA_028878085.3.fa.gz	secondary	primates
GCA_028885685.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/primates/GCA_028885685.2.fa.gz	secondary	primates
GCA_028885525.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/primates/GCA_028885525.2.fa.gz	secondary	primates
GCA_016695395.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/primates/GCA_016695395.2.fa.gz	secondary	primates
GCA_011078405.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/primates/GCA_011078405.1.fa.gz	secondary	primates
GCA_028858805.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/primates/GCA_028858805.2.fa.gz	secondary	primates
GCF_000001405.40	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/primates/GCF_000001405.40.fa.gz	secondary	primates
GCA_035149815.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/invertebrate/GCA_035149815.1.fa.gz	secondary	invertebrate
GCA_964187965.1	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/invertebrate/GCA_964187965.1.fa.gz	secondary	invertebrate
GCA_040954595.2	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/secondary/invertebrate/GCA_040954595.2.fa.gz	secondary	invertebrate
GCF_000001635.27	https://hgdownload.soe.ucsc.edu/hubs/VGP/alignment/auxiliary/mammals/GCF_000001635.27.fa.gz	auxiliary	mammals
